"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Spanish Lake","Spanish Lake","38.7885","-90.2078","United States","US","USA","Missouri","","18511","1840006123"
"Whitestown","Whitestown","43.1350","-75.3404","United States","US","USA","New York","","18509","1840088046"
"Scituate","Scituate","42.1992","-70.7590","United States","US","USA","Massachusetts","","18491","1840053577"
"Niles","Niles","41.1878","-80.7531","United States","US","USA","Ohio","","18473","1840008241"
"Round Lake","Round Lake","42.3436","-88.1058","United States","US","USA","Illinois","","18444","1840011170"
"Bourbonnais","Bourbonnais","41.1831","-87.8781","United States","US","USA","Illinois","","18420","1840011692"
"Melville","Melville","40.7823","-73.4088","United States","US","USA","New York","","18418","1840005044"
"Five Corners","Five Corners","45.6883","-122.5738","United States","US","USA","Washington","","18405","1840037869"
"Silverthorne","Silverthorne","39.6564","-106.0871","United States","US","USA","Colorado","","18396.0","1840022436"
"North Wilkesboro","North Wilkesboro","36.1728","-81.1391","United States","US","USA","North Carolina","","18393.0","1840016094"
"Avon","Avon","41.7907","-72.8538","United States","US","USA","Connecticut","","18381","1840034005"
"Arcadia","Arcadia","27.2214","-81.8587","United States","US","USA","Florida","","18376.0","1840014187"
"Durant","Durant","33.9957","-96.3938","United States","US","USA","Oklahoma","","18375.0","1840019280"
"Aberdeen","Aberdeen","40.4165","-74.2249","United States","US","USA","New Jersey","","18372","1840081652"
"Bensenville","Bensenville","41.9595","-87.9434","United States","US","USA","Illinois","","18330","1840011398"
"Stafford","Stafford","29.6271","-95.5653","United States","US","USA","Texas","","18315","1840022216"
"Nanuet","Nanuet","41.0957","-74.0155","United States","US","USA","New York","","18312","1840004963"
"Rancho Mirage","Rancho Mirage","33.7634","-116.4271","United States","US","USA","California","","18306","1840020558"
"Crawfordsville","Crawfordsville","40.0428","-86.8975","United States","US","USA","Indiana","","18305.0","1840007261"
"Mattoon","Mattoon","39.4774","-88.3627","United States","US","USA","Illinois","","18293.0","1840008449"
"North Druid Hills","North Druid Hills","33.8186","-84.3254","United States","US","USA","Georgia","","18288","1840029449"
"Southeast","Southeast","41.4032","-73.5985","United States","US","USA","New York","","18288","1840087927"
"Cudahy","Cudahy","42.9467","-87.8641","United States","US","USA","Wisconsin","","18282","1840003045"
"Katy","Katy","29.7905","-95.8353","United States","US","USA","Texas","","18282","1840019648"
"Gibsonton","Gibsonton","27.8260","-82.3761","United States","US","USA","Florida","","18273","1840014148"
"Beeville","Beeville","28.4059","-97.7494","United States","US","USA","Texas","","18272.0","1840019698"
"Somerset","Somerset","41.7404","-71.1612","United States","US","USA","Massachusetts","","18257","1840053662"
"Trenton","Trenton","42.1395","-83.1930","United States","US","USA","Michigan","","18255","1840003966"
"Madison","Madison","41.3398","-72.6278","United States","US","USA","Connecticut","","18247","1840045038"
"North Aurora","North Aurora","41.8083","-88.3413","United States","US","USA","Illinois","","18245","1840011351"
"Sharon","Sharon","42.1085","-71.1830","United States","US","USA","Massachusetts","","18245","1840053557"
"Wheatfield","Wheatfield","43.0975","-78.8831","United States","US","USA","New York","","18238","1840088041"
"Central Point","Central Point","42.3765","-122.9110","United States","US","USA","Oregon","","18234","1840018672"
"Pembroke","Pembroke","42.0655","-70.8014","United States","US","USA","Massachusetts","","18230","1840053573"
"Maumelle","Maumelle","34.8522","-92.4000","United States","US","USA","Arkansas","","18214","1840015510"
"Cinco Ranch","Cinco Ranch","29.7395","-95.7606","United States","US","USA","Texas","","18200","1840037039"
"Kilgore","Kilgore","32.3979","-94.8603","United States","US","USA","Texas","","18179.0","1840020747"
"Eastlake","Eastlake","41.6581","-81.4323","United States","US","USA","Ohio","","18172","1840000533"
"Tillmans Corner","Tillmans Corner","30.5818","-88.2128","United States","US","USA","Alabama","","18150","1840013896"
"Calverton","Calverton","39.0578","-76.9488","United States","US","USA","Maryland","","18145","1840031445"
"St. Matthews","St. Matthews","38.2497","-85.6383","United States","US","USA","Kentucky","","18139","1840015194"
"Hannibal","Hannibal","39.7097","-91.3936","United States","US","USA","Missouri","","18136.0","1840007306"
"Ingleside","Ingleside","27.8701","-97.2076","United States","US","USA","Texas","","18134.0","1840019709"
"Manchester","Manchester","38.5830","-90.5065","United States","US","USA","Missouri","","18112","1840009739"
"El Dorado","El Dorado","33.2184","-92.6640","United States","US","USA","Arkansas","","18086.0","1840013773"
"Scarsdale","Scarsdale","40.9902","-73.7773","United States","US","USA","New York","","18079","1840004943"
"Oxon Hill","Oxon Hill","38.7887","-76.9733","United States","US","USA","Maryland","","18077","1840026688"
"Newburyport","Newburyport","42.8124","-70.8879","United States","US","USA","Massachusetts","","18060","1840000413"
"Shenandoah","Shenandoah","40.8167","-76.2004","United States","US","USA","Pennsylvania","","18043.0","1840002779"
"New Castle","New Castle","41.1842","-73.7726","United States","US","USA","New York","","18035","1840087710"
"Menomonie","Menomonie","44.8893","-91.9084","United States","US","USA","Wisconsin","","18025.0","1840037988"
"Sycamore","Sycamore","41.9950","-88.6812","United States","US","USA","Illinois","","18022","1840009187"
"Franklin Park","Franklin Park","41.9360","-87.8794","United States","US","USA","Illinois","","18012","1840011278"
"Beaver Dam","Beaver Dam","43.4688","-88.8311","United States","US","USA","Wisconsin","","18003.0","1840002738"
"Steubenville","Steubenville","40.3653","-80.6520","United States","US","USA","Ohio","","18003","1840001341"
"Madison","Madison","38.7580","-85.3971","United States","US","USA","Indiana","","17981.0","1840009728"
"Santa Fe Springs","Santa Fe Springs","33.9330","-118.0625","United States","US","USA","California","","17980","1840021865"
"Anacortes","Anacortes","48.4878","-122.6292","United States","US","USA","Washington","","17955.0","1840018366"
"Bedford","Bedford","41.2250","-73.6678","United States","US","USA","New York","","17955","1840057226"
"Lenoir","Lenoir","35.9097","-81.5247","United States","US","USA","North Carolina","","17943","1840014493"
"Gretna","Gretna","29.9100","-90.0515","United States","US","USA","Louisiana","","17935","1840013996"
"Lackawanna","Lackawanna","42.8182","-78.8326","United States","US","USA","New York","","17934","1840000387"
"Berea","Berea","37.5904","-84.2898","United States","US","USA","Kentucky","","17929.0","1840013225"
"Apollo Beach","Apollo Beach","27.7618","-82.4002","United States","US","USA","Florida","","17929","1840014149"
"Sunnyside","Sunnyside","46.3159","-120.0058","United States","US","USA","Washington","","17927.0","1840021150"
"Marco Island","Marco Island","25.9330","-81.6993","United States","US","USA","Florida","","17904","1840036141"
"Goffstown","Goffstown","43.0190","-71.5681","United States","US","USA","New Hampshire","","17899","1840054900"
"Beltsville","Beltsville","39.0394","-76.9211","United States","US","USA","Maryland","","17890","1840005945"
"Huntington","Huntington","40.8816","-85.5054","United States","US","USA","Indiana","","17886.0","1840007169"
"Ada","Ada","34.7686","-96.6689","United States","US","USA","Oklahoma","","17886.0","1840019191"
"Cary","Cary","42.2128","-88.2491","United States","US","USA","Illinois","","17885","1840010109"
"Rockland","Rockland","42.1295","-70.9100","United States","US","USA","Massachusetts","","17849","1840053576"
"Safety Harbor","Safety Harbor","28.0080","-82.6965","United States","US","USA","Florida","","17844","1840015975"
"Colonial Heights","Colonial Heights","37.2650","-77.3969","United States","US","USA","Virginia","","17830","1840003860"
"Salem","Salem","40.9049","-80.8491","United States","US","USA","Ohio","","17829.0","1840009374"
"White Settlement","White Settlement","32.7554","-97.4605","United States","US","USA","Texas","","17828","1840022051"
"Plainville","Plainville","41.6741","-72.8575","United States","US","USA","Connecticut","","17805","1840035535"
"Fayetteville","Fayetteville","33.4500","-84.4709","United States","US","USA","Georgia","","17802","1840013755"
"Tinton Falls","Tinton Falls","40.2708","-74.0948","United States","US","USA","New Jersey","","17789","1840001368"
"Tullahoma","Tullahoma","35.3721","-86.2173","United States","US","USA","Tennessee","","17781.0","1840015410"
"Springfield","Springfield","36.4943","-86.8709","United States","US","USA","Tennessee","","17777.0","1840015273"
"Lithia Springs","Lithia Springs","33.7811","-84.6486","United States","US","USA","Georgia","","17772","1840013740"
"Marion","Marion","37.7171","-88.9275","United States","US","USA","Illinois","","17762","1840008712"
"Jenison","Jenison","42.9063","-85.8269","United States","US","USA","Michigan","","17758","1840004344"
"Wallingford Center","Wallingford Center","41.4499","-72.8189","United States","US","USA","Connecticut","","17756","1840073312"
"Sartell","Sartell","45.6186","-94.2205","United States","US","USA","Minnesota","","17752","1840008886"
"Menasha","Menasha","44.2125","-88.4271","United States","US","USA","Wisconsin","","17748","1840002243"
"Cimarron Hills","Cimarron Hills","38.8597","-104.6995","United States","US","USA","Colorado","","17744","1840028574"
"Easton","Easton","38.7760","-76.0702","United States","US","USA","Maryland","","17742.0","1840006089"
"South Hadley","South Hadley","42.2567","-72.5793","United States","US","USA","Massachusetts","","17737","1840053467"
"Windham","Windham","43.7981","-70.4056","United States","US","USA","Maine","","17732","1840066537"
"Blooming Grove","Blooming Grove","41.3948","-74.1840","United States","US","USA","New York","","17725","1840057241"
"Hinsdale","Hinsdale","41.8005","-87.9273","United States","US","USA","Illinois","","17705","1840011403"
"Fish Hawk","Fish Hawk","27.8511","-82.2164","United States","US","USA","Florida","","17698","1840028982"
"Maryland City","Maryland City","39.1016","-76.8051","United States","US","USA","Maryland","","17696","1840005922"
"Ocean Springs","Ocean Springs","30.4082","-88.7861","United States","US","USA","Mississippi","","17682","1840015017"
"Radford","Radford","37.1229","-80.5587","United States","US","USA","Virginia","","17658","1840003864"
"Centerville","Centerville","40.9284","-111.8849","United States","US","USA","Utah","","17657","1840018734"
"Concord","Concord","38.5117","-90.3574","United States","US","USA","Missouri","","17650","1840006126"
"Godfrey","Godfrey","38.9581","-90.2156","United States","US","USA","Illinois","","17650","1840012796"
"Pampa","Pampa","35.5479","-100.9650","United States","US","USA","Texas","","17641.0","1840022939"
"Moraga","Moraga","37.8438","-122.1225","United States","US","USA","California","","17630","1840022538"
"Ferndale","Ferndale","39.1869","-76.6330","United States","US","USA","Maryland","","17627","1840005906"
"Rosedale","Rosedale","35.3887","-119.2058","United States","US","USA","California","","17603","1840019141"
"San Carlos Park","San Carlos Park","26.4765","-81.8193","United States","US","USA","Florida","","17597","1840014218"
"Avon","Avon","39.7599","-86.3910","United States","US","USA","Indiana","","17568","1840009535"
"St. Michael","St. Michael","45.2014","-93.6920","United States","US","USA","Minnesota","","17565","1840008901"
"Glenvar Heights","Glenvar Heights","25.7090","-80.3156","United States","US","USA","Florida","","17560","1840014238"
"Albert Lea","Albert Lea","43.6546","-93.3641","United States","US","USA","Minnesota","","17558.0","1840006824"
"Fort Mill","Fort Mill","35.0062","-80.9388","United States","US","USA","South Carolina","","17557","1840016479"
"Maitland","Maitland","28.6295","-81.3718","United States","US","USA","Florida","","17554","1840015964"
"Tallmadge","Tallmadge","41.1023","-81.4216","United States","US","USA","Ohio","","17552","1840000804"
"Willimantic","Willimantic","41.7153","-72.2173","United States","US","USA","Connecticut","","17550","1840003284"
"Imperial","Imperial","32.8388","-115.5723","United States","US","USA","California","","17550","1840019381"
"Zachary","Zachary","30.6642","-91.1634","United States","US","USA","Louisiana","","17538","1840015908"
"Springfield","Springfield","40.6994","-74.3254","United States","US","USA","New Jersey","","17528","1840056368"
"Anoka","Anoka","45.2099","-93.3893","United States","US","USA","Minnesota","","17522","1840006717"
"Sayre","Sayre","41.9855","-76.5207","United States","US","USA","Pennsylvania","","17500.0","1840000517"
"Five Forks","Five Forks","34.8069","-82.2271","United States","US","USA","South Carolina","","17500","1840013491"
"Nederland","Nederland","29.9707","-94.0015","United States","US","USA","Texas","","17491","1840020917"
"Colonia","Colonia","40.5929","-74.3151","United States","US","USA","New Jersey","","17486","1840005411"
"Ashland","Ashland","42.2573","-71.4687","United States","US","USA","Massachusetts","","17478","1840053632"
"North Adams","North Adams","42.6844","-73.1166","United States","US","USA","Massachusetts","","17477.0","1840000423"
"Lindenwold","Lindenwold","39.8172","-74.9898","United States","US","USA","New Jersey","","17471","1840000730"
"Portsmouth","Portsmouth","41.5922","-71.2744","United States","US","USA","Rhode Island","","17463","1840066124"
"Amesbury Town","Amesbury Town","42.8530","-70.9446","United States","US","USA","Massachusetts","","17457","1840053526"
"Foxborough","Foxborough","42.0626","-71.2462","United States","US","USA","Massachusetts","","17448","1840053549"
"Bon Air","Bon Air","37.5187","-77.5713","United States","US","USA","Virginia","","17428","1840006409"
"Oneonta","Oneonta","42.4551","-75.0666","United States","US","USA","New York","","17422.0","1840000405"
"Martinsburg","Martinsburg","39.4582","-77.9776","United States","US","USA","West Virginia","","17404","1840005742"
"Buckhall","Buckhall","38.7250","-77.4472","United States","US","USA","Virginia","","17399","1840026707"
"Butner","Butner","36.1285","-78.7501","United States","US","USA","North Carolina","","17394.0","1840022665"
"Lincoln","Lincoln","40.1509","-89.3721","United States","US","USA","Illinois","","17360.0","1840009447"
"Palos Hills","Palos Hills","41.6986","-87.8266","United States","US","USA","Illinois","","17358","1840009182"
"Lynden","Lynden","48.9503","-122.4544","United States","US","USA","Washington","","17340.0","1840019752"
"Mesquite","Mesquite","36.8035","-114.1325","United States","US","USA","Nevada","","17337.0","1840020362"
"Crossville","Crossville","35.9526","-85.0294","United States","US","USA","Tennessee","","17326.0","1840014489"
"Redland","Redland","39.1335","-77.1465","United States","US","USA","Maryland","","17317","1840005838"
"Colchester","Colchester","44.5545","-73.2167","United States","US","USA","Vermont","","17309","1840070411"
"Sylacauga","Sylacauga","33.1779","-86.2606","United States","US","USA","Alabama","","17307.0","1840015700"
"North Canton","North Canton","40.8742","-81.3971","United States","US","USA","Ohio","","17290","1840008290"
"Portland","Portland","27.8913","-97.3280","United States","US","USA","Texas","","17287","1840021006"
"Pendleton","Pendleton","45.6755","-118.8209","United States","US","USA","Oregon","","17282.0","1840019917"
"Alton","Alton","26.2884","-98.3098","United States","US","USA","Texas","","17278","1840019733"
"Ashwaubenon","Ashwaubenon","44.4796","-88.0889","United States","US","USA","Wisconsin","","17271","1840002342"
"Americus","Americus","32.0736","-84.2249","United States","US","USA","Georgia","","17266.0","1840013841"
"Shippensburg","Shippensburg","40.0485","-77.5227","United States","US","USA","Pennsylvania","","17265.0","1840001395"
"West Columbia","West Columbia","33.9928","-81.0925","United States","US","USA","South Carolina","","17265","1840015605"
"St. John","St. John","41.4430","-87.4702","United States","US","USA","Indiana","","17259","1840010221"
"Versailles","Versailles","38.0488","-84.7260","United States","US","USA","Kentucky","","17250.0","1840015212"
"Shorewood","Shorewood","41.5175","-88.2149","United States","US","USA","Illinois","","17249","1840011496"
"Wyckoff","Wyckoff","40.9989","-74.1676","United States","US","USA","New Jersey","","17231","1840081803"
"Knik-Fairview","Knik-Fairview","61.4964","-149.6535","United States","US","USA","Alaska","","17203","1840075080"
"North Babylon","North Babylon","40.7311","-73.3251","United States","US","USA","New York","","17182","1840005054"
"Laurel","Laurel","37.6375","-77.5062","United States","US","USA","Virginia","","17176","1840006393"
"Clive","Clive","41.6147","-93.7979","United States","US","USA","Iowa","","17172","1840007063"
"Killingly","Killingly","41.8311","-71.8499","United States","US","USA","Connecticut","","17160","1840045031"
"Gorham","Gorham","43.7034","-70.4581","United States","US","USA","Maine","","17147","1840052834"
"Dallas","Dallas","44.9222","-123.3131","United States","US","USA","Oregon","","17146.0","1840018590"
"La Vista","La Vista","41.1816","-96.0665","United States","US","USA","Nebraska","","17116","1840008263"
"South Ogden","South Ogden","41.1714","-111.9568","United States","US","USA","Utah","","17101","1840021342"
"Wolf Trap","Wolf Trap","38.9395","-77.2842","United States","US","USA","Virginia","","17086","1840006042"
"Dickson","Dickson","36.0640","-87.3668","United States","US","USA","Tennessee","","17085.0","1840014468"
"Kingsland","Kingsland","30.8193","-81.7219","United States","US","USA","Georgia","","17077","1840014991"
"Lemont","Lemont","41.6697","-87.9828","United States","US","USA","Illinois","","17075","1840011258"
"Brookfield","Brookfield","41.4674","-73.3923","United States","US","USA","Connecticut","","17064","1840034171"
"Sunland Park","Sunland Park","31.8194","-106.5943","United States","US","USA","New Mexico","","17061","1840033664"
"Cedar Mill","Cedar Mill","45.5355","-122.8006","United States","US","USA","Oregon","","17050","1840034678"
"Streator","Streator","41.1242","-88.8295","United States","US","USA","Illinois","","17050.0","1840009271"
"El Reno","El Reno","35.5430","-97.9660","United States","US","USA","Oklahoma","","17047.0","1840020420"
"Bethpage","Bethpage","40.7495","-73.4856","United States","US","USA","New York","","17016","1840005233"
"Wailuku","Wailuku","20.8834","-156.5059","United States","US","USA","Hawaii","","16995","1840023239"
"Fort Hunt","Fort Hunt","38.7361","-77.0589","United States","US","USA","Virginia","","16978","1840006010"
"McKinleyville","McKinleyville","40.9489","-124.0857","United States","US","USA","California","","16963","1840017485"
"Wayne","Wayne","42.2774","-83.3877","United States","US","USA","Michigan","","16947","1840001846"
"North Decatur","North Decatur","33.8073","-84.2889","United States","US","USA","Georgia","","16944","1840013704"
"Phoenixville","Phoenixville","40.1358","-75.5201","United States","US","USA","Pennsylvania","","16943","1840001433"
"Florence","Florence","33.0590","-111.4209","United States","US","USA","Arizona","","16935.0","1840021999"
"Bellingham","Bellingham","42.0777","-71.4741","United States","US","USA","Massachusetts","","16929","1840053544"
"Webster","Webster","42.0521","-71.8485","United States","US","USA","Massachusetts","","16926","1840053610"
"Vero Beach","Vero Beach","27.6463","-80.3930","United States","US","USA","Florida","","16919","1840015985"
"Brenham","Brenham","30.1586","-96.3965","United States","US","USA","Texas","","16913.0","1840019604"
"Southbridge Town","Southbridge Town","42.0604","-72.0338","United States","US","USA","Massachusetts","","16911","1840053605"
"Lemay","Lemay","38.5325","-90.2845","United States","US","USA","Missouri","","16909","1840006119"
"Batavia","Batavia","42.9987","-78.1802","United States","US","USA","New York","","16906.0","1840000385"
"Albemarle","Albemarle","35.3601","-80.1919","United States","US","USA","North Carolina","","16900.0","1840013444"
"Cohoes","Cohoes","42.7732","-73.7077","United States","US","USA","New York","","16875","1840000418"
"Goodlettsville","Goodlettsville","36.3327","-86.7029","United States","US","USA","Tennessee","","16867","1840013345"
"Tavares","Tavares","28.7926","-81.7366","United States","US","USA","Florida","","16865","1840015953"
"Lock Haven","Lock Haven","41.1365","-77.4521","United States","US","USA","Pennsylvania","","16855.0","1840003450"
"El Segundo","El Segundo","33.9169","-118.4021","United States","US","USA","California","","16853","1840020481"
"Norcross","Norcross","33.9379","-84.2065","United States","US","USA","Georgia","","16845","1840014744"
"Neabsco","Neabsco","38.6083","-77.2847","United States","US","USA","Virginia","","16839","1840043136"
"Myrtle Grove","Myrtle Grove","30.4158","-87.3028","United States","US","USA","Florida","","16839","1840013917"
"Morris","Morris","41.3748","-88.4301","United States","US","USA","Illinois","","16834.0","1840008243"
"Wilton","Wilton","43.1502","-73.7276","United States","US","USA","New York","","16823","1840058618"
"Denville","Denville","40.8889","-74.4893","United States","US","USA","New Jersey","","16822","1840081734"
"Washington","Washington","40.7048","-89.4345","United States","US","USA","Illinois","","16811","1840010377"
"Estelle","Estelle","29.8447","-90.1021","United States","US","USA","Louisiana","","16791","1840013111"
"Bristol","Bristol","36.6179","-82.1607","United States","US","USA","Virginia","","16790","1840003879"
"Geddes","Geddes","43.0767","-76.2243","United States","US","USA","New York","","16786","1840087460"
"Troy","Troy","31.8021","-85.9665","United States","US","USA","Alabama","","16782.0","1840005558"
"Burlington","Burlington","39.0223","-84.7217","United States","US","USA","Kentucky","","16776","1840013160"
"La Marque","La Marque","29.3690","-94.9957","United States","US","USA","Texas","","16766","1840020972"
"Otsego","Otsego","45.2660","-93.6200","United States","US","USA","Minnesota","","16755","1840008899"
"Delran","Delran","40.0170","-74.9495","United States","US","USA","New Jersey","","16747","1840081628"
"Buffalo","Buffalo","45.1794","-93.8644","United States","US","USA","Minnesota","","16744.0","1840006703"
"Solvang","Solvang","34.5936","-120.1401","United States","US","USA","California","","16741.0","1840021831"
"Mercedes","Mercedes","26.1533","-97.9129","United States","US","USA","Texas","","16734","1840021025"
"Kings Park","Kings Park","40.8887","-73.2452","United States","US","USA","New York","","16733","1840005085"
"Bemidji","Bemidji","47.4830","-94.8788","United States","US","USA","Minnesota","","16733.0","1840006600"
"Terrell","Terrell","32.7341","-96.2939","United States","US","USA","Texas","","16733.0","1840022065"
"Hopkinton","Hopkinton","42.2255","-71.5378","United States","US","USA","Massachusetts","","16720","1840053637"
"Oconomowoc","Oconomowoc","43.0994","-88.4951","United States","US","USA","Wisconsin","","16717","1840003027"
"Seagoville","Seagoville","32.6530","-96.5455","United States","US","USA","Texas","","16715","1840022054"
"Nipomo","Nipomo","35.0323","-120.4990","United States","US","USA","California","","16706","1840019122"
"Groveton","Groveton","38.7605","-77.0981","United States","US","USA","Virginia","","16704","1840006029"
"Mount Pleasant","Mount Pleasant","33.1613","-94.9717","United States","US","USA","Texas","","16699.0","1840020666"
"Wolcott","Wolcott","41.6007","-72.9734","United States","US","USA","Connecticut","","16696","1840035673"
"Perry","Perry","32.4718","-83.7280","United States","US","USA","Georgia","","16684","1840014885"
"Lake Placid","Lake Placid","27.2977","-81.3715","United States","US","USA","Florida","","16683.0","1840017248"
"Valle Vista","Valle Vista","33.7436","-116.8872","United States","US","USA","California","","16672","1840019292"
"Clemson","Clemson","34.6838","-82.8124","United States","US","USA","South Carolina","","16649","1840014626"
"Oak Grove","Oak Grove","45.4156","-122.6348","United States","US","USA","Oregon","","16648","1840018568"
"Eden","Eden","36.5029","-79.7421","United States","US","USA","North Carolina","","16648.0","1840013309"
"Holmdel","Holmdel","40.3768","-74.1725","United States","US","USA","New Jersey","","16648","1840081650"
"Donna","Donna","26.1467","-98.0560","United States","US","USA","Texas","","16638","1840019734"
"Lakeport","Lakeport","39.0392","-122.9218","United States","US","USA","California","","16614.0","1840020220"
"Anna","Anna","33.3470","-96.5503","United States","US","USA","Texas","","16613.0","1840019397"
"Coldwater","Coldwater","41.9466","-84.9989","United States","US","USA","Michigan","","16595.0","1840003250"
"Fairview Heights","Fairview Heights","38.5974","-90.0052","United States","US","USA","Illinois","","16588","1840008630"
"Highland Village","Highland Village","33.0897","-97.0615","United States","US","USA","Texas","","16587","1840020638"
"Seymour","Seymour","41.3810","-73.0873","United States","US","USA","Connecticut","","16579","1840035570"
"Country Club Hills","Country Club Hills","41.5638","-87.7250","United States","US","USA","Illinois","","16564","1840007025"
"Troutdale","Troutdale","45.5372","-122.3955","United States","US","USA","Oregon","","16554","1840021209"
"Mountain Home","Mountain Home","43.1325","-115.6970","United States","US","USA","Idaho","","16552.0","1840020017"
"Auburn","Auburn","42.1972","-71.8453","United States","US","USA","Massachusetts","","16552","1840053684"
"Vienna","Vienna","38.8996","-77.2597","United States","US","USA","Virginia","","16544","1840003829"
"Stuart","Stuart","27.1958","-80.2438","United States","US","USA","Florida","","16543","1840015990"
"Cinnaminson","Cinnaminson","40.0008","-74.9930","United States","US","USA","New Jersey","","16528","1840081627"
"Ham Lake","Ham Lake","45.2545","-93.2039","United States","US","USA","Minnesota","","16528","1840006720"
"Woodcrest","Woodcrest","33.8789","-117.3686","United States","US","USA","California","","16527","1840019296"
"Centralia","Centralia","38.5224","-89.1233","United States","US","USA","Illinois","","16525.0","1840007465"
"Morganton","Morganton","35.7408","-81.7003","United States","US","USA","North Carolina","","16519","1840014504"
"Lindsay","Lindsay","36.2082","-119.0897","United States","US","USA","California","","16515.0","1840020367"
"Ladson","Ladson","33.0093","-80.1078","United States","US","USA","South Carolina","","16511","1840014254"
"Yelm","Yelm","46.9398","-122.6261","United States","US","USA","Washington","","16504.0","1840021146"
"Opa-locka","Opa-locka","25.8997","-80.2551","United States","US","USA","Florida","","16479","1840015156"
"Lake Mary","Lake Mary","28.7592","-81.3360","United States","US","USA","Florida","","16474","1840015090"
"Westchester","Westchester","41.8492","-87.8906","United States","US","USA","Illinois","","16461","1840011332"
"Spanish Springs","Spanish Springs","39.6567","-119.6695","United States","US","USA","Nevada","","16458","1840033826"
"Riverdale","Riverdale","33.5639","-84.4103","United States","US","USA","Georgia","","16439","1840014815"
"Douglas","Douglas","31.3602","-109.5394","United States","US","USA","Arizona","","16438.0","1840019496"
"Northbridge","Northbridge","42.1300","-71.6547","United States","US","USA","Massachusetts","","16425","1840053598"
"Port Jervis","Port Jervis","41.3782","-74.6909","United States","US","USA","New York","","16410.0","1840000587"
"Wendell","Wendell","35.7823","-78.3959","United States","US","USA","North Carolina","","16408.0","1840016200"
"East Greenbush","East Greenbush","42.6122","-73.6969","United States","US","USA","New York","","16403","1840058060"
"McComb","McComb","31.2449","-90.4714","United States","US","USA","Mississippi","","16398.0","1840015877"
"Blytheville","Blytheville","35.9322","-89.9051","United States","US","USA","Arkansas","","16388.0","1840013390"
"Sarasota Springs","Sarasota Springs","27.3092","-82.4788","United States","US","USA","Florida","","16386","1840029072"
"Sikeston","Sikeston","36.8875","-89.5870","United States","US","USA","Missouri","","16371.0","1840009921"
"Streetsboro","Streetsboro","41.2396","-81.3456","United States","US","USA","Ohio","","16365","1840000808"
"Burrillville","Burrillville","41.9706","-71.6984","United States","US","USA","Rhode Island","","16363","1840106236"
"Swansea","Swansea","41.7571","-71.2120","United States","US","USA","Massachusetts","","16341","1840053663"
"Glen Allen","Glen Allen","37.6660","-77.4838","United States","US","USA","Virginia","","16339","1840006390"
"Bridgeview","Bridgeview","41.7402","-87.8067","United States","US","USA","Illinois","","16335","1840010140"
"Center Point","Center Point","33.6446","-86.6851","United States","US","USA","Alabama","","16313","1840014789"
"Mount Clemens","Mount Clemens","42.5976","-82.8820","United States","US","USA","Michigan","","16312","1840003089"
"Sienna Plantation","Sienna Plantation","29.4834","-95.5065","United States","US","USA","Texas","","16310","1840019642"
"North Myrtle Beach","North Myrtle Beach","33.8230","-78.7090","United States","US","USA","South Carolina","","16310","1840014718"
"Fort Leonard Wood","Fort Leonard Wood","37.7562","-92.1274","United States","US","USA","Missouri","","16307","1840073756"
"Bastrop","Bastrop","30.1118","-97.3257","United States","US","USA","Texas","","16305.0","1840019603"
"Morton","Morton","40.6137","-89.4668","United States","US","USA","Illinois","","16301","1840011991"
"Republic","Republic","37.1453","-93.4446","United States","US","USA","Missouri","","16294","1840009906"
"Fairview Park","Fairview Park","41.4419","-81.8530","United States","US","USA","Ohio","","16292","1840000601"
"Dixon","Dixon","41.8439","-89.4788","United States","US","USA","Illinois","","16288.0","1840007051"
"Evans","Evans","42.6529","-79.0063","United States","US","USA","New York","","16284","1840087420"
"Abington","Abington","42.1180","-70.9590","United States","US","USA","Massachusetts","","16275","1840053564"
"Three Lakes","Three Lakes","25.6415","-80.4000","United States","US","USA","Florida","","16266","1840029010"
"Fort Thomas","Fort Thomas","39.0805","-84.4497","United States","US","USA","Kentucky","","16263","1840013163"
"Jasper","Jasper","38.3934","-86.9404","United States","US","USA","Indiana","","16262.0","1840008646"
"New Port Richey","New Port Richey","28.2468","-82.7169","United States","US","USA","Florida","","16256","1840015102"
"Ocean Acres","Ocean Acres","39.7430","-74.2804","United States","US","USA","New Jersey","","16227","1840033483"
"Alma","Alma","43.3800","-84.6556","United States","US","USA","Michigan","","16224.0","1840002879"
"Barrington","Barrington","41.7443","-71.3145","United States","US","USA","Rhode Island","","16218","1840106239"
"Laguna Woods","Laguna Woods","33.6099","-117.7299","United States","US","USA","California","","16200","1840020590"
"Tanque Verde","Tanque Verde","32.2687","-110.7437","United States","US","USA","Arizona","","16197","1840019489"
"Prospect Heights","Prospect Heights","42.1039","-87.9267","United States","US","USA","Illinois","","16180","1840009184"
"Burley","Burley","42.5379","-113.7928","United States","US","USA","Idaho","","16175.0","1840018683"
"Athens","Athens","35.4573","-84.6045","United States","US","USA","Tennessee","","16170.0","1840013429"
"Buda","Buda","30.0847","-97.8440","United States","US","USA","Texas","","16163","1840019605"
"East Longmeadow","East Longmeadow","42.0597","-72.4990","United States","US","USA","Massachusetts","","16156","1840053444"
"Gainesville","Gainesville","33.6391","-97.1487","United States","US","USA","Texas","","16155.0","1840020573"
